1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,7,44,98,203,188,8,0,0,0,0,0,0,4,63,209,234,169,73,6,0,0,0,0,0,4,67,177,223,143,29,0,0,0,0,0,0,0,0,148,230,116,16,0,0,0,0,0,0,0,0,0,0,94,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,90,56,0,0,0,0,0,0,0,0,0,5,53,195,222,73,0,0,0,0,0,0,0,2,64,183,227,159,36,0,0,0,0,0,0,0,6,106,244,211,80,4,0,0,0,0,0,0,0,26,147,240,165,10,1,0,0,0,0,0,0,1,69,199,218,75,7,0,0,0,0,0,0,0,0,48,235,195,28,0,0,0,0,0,0,0,0,0,0,33,172,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,111,22,0,0,0,0,0,0,0,0,0,0,21,179,180,14,0,0,0,0,0,0,0,0,0,70,205,166,14,0,0,0,0,0,0,0,0,0,69,237,139,7,0,0,0,0,0,0,0,0,0,48,227,142,1,0,0,0,0,0,0,0,0,0,51,218,132,7,0,0,0,0,0,0,0,0,0,21,225,150,2,0,0,0,0,0,0,0,0,0,0,10,168,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,113,0,0,0,0,0,0,0,0,0,0,0,23,214,23,0,0,0,0,0,0,0,0,0,0,6,171,123,0,0,0,0,0,0,0,0,0,0,0,67,216,20,0,0,0,0,0,0,0,0,0,0,0,169,133,0,0,0,0,0,0,0,0,0,0,0,24,216,20,0,0,0,0,0,0,0,0,0,0,0,138,145,0,0,0,0,0,0,0,0,0,0,0,0,160,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,116,0,0,0,0,0,0,0,0,0,0,0,0,119,102,0,0,0,0,0,0,0,0,0,0,0,5,191,24,0,0,0,0,0,0,0,0,0,0,0,80,176,1,0,0,0,0,0,0,0,0,0,0,0,122,129,0,0,0,0,0,0,0,0,0,0,0,0,162,49,0,0,0,0,0,0,0,0,0,0,0,6,227,19,0,0,0,0,0,0,0,0,0,0,0,11,164,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,8,0,0,0,0,0,0,0,0,0,0,0,0,209,11,0,0,0,0,0,0,0,0,0,0,0,11,208,8,0,0,0,0,0,0,0,0,0,0,0,63,195,1,0,0,0,0,0,0,0,0,0,0,0,119,160,0,0,0,0,0,0,0,0,0,0,0,0,120,144,0,0,0,0,0,0,0,0,0,0,0,0,128,110,0,0,0,0,0,0,0,0,0,0,0,0,154,91,0,0,0,0,0,0,0,0,0,0,0,0,162,165,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,90,42,4,0,0,0,0,0,0,0,0,16,168,240,254,243,164,18,0,0,0,0,0,0,11,171,233,146,193,191,250,140,0,0,0,0,0,0,163,253,96,2,7,25,201,230,24,0,0,0,0,7,211,215,10,0,0,0,151,249,56,0,0,0,0,5,203,202,6,0,0,0,141,240,44,0,0,0,0,0,170,239,46,0,0,6,191,202,8,0,0,0,0,0,111,249,225,101,79,145,253,102,0,0,0,0,0,0,10,142,254,253,252,236,105,2,0,0,0,0,0,0,0,0,36,79,93,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,138,142,104,25,0,0,0,0,0,0,0,0,97,225,254,254,253,188,26,0,0,0,0,0,0,41,232,191,149,147,182,254,168,8,0,0,0,0,6,174,237,37,1,1,8,201,243,51,0,0,0,0,52,248,193,5,0,0,0,127,247,79,0,0,0,0,46,248,150,0,0,0,0,110,249,72,0,0,0,0,12,204,229,38,0,0,0,135,251,28,0,0,0,0,0,131,252,185,77,39,122,234,169,4,0,0,0,0,0,39,205,254,250,247,253,186,14,0,0,0,0,0,0,0,17,107,163,161,100,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,126,140,51,0,0,0,0,0,0,0,0,0,43,220,254,232,242,99,1,0,0,0,0,0,0,2,163,176,76,30,158,243,38,0,0,0,0,0,0,41,237,73,0,0,26,246,91,0,0,0,0,0,0,66,254,40,0,0,2,212,110,0,0,0,0,0,0,17,221,167,7,0,52,233,67,0,0,0,0,0,0,0,98,252,210,172,240,154,2,0,0,0,0,0,0,0,1,91,184,173,122,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,80,66,10,0,0,0,0,0,0,0,0,10,140,234,251,244,204,78,3,0,0,0,0,0,0,89,251,251,146,154,241,232,63,0,0,0,0,0,2,190,209,87,15,1,88,244,187,0,0,0,0,0,9,212,147,0,0,0,2,146,248,26,0,0,0,0,14,210,173,4,0,0,0,55,250,63,0,0,0,0,6,229,234,29,0,0,2,143,236,16,0,0,0,0,0,106,243,218,83,72,140,248,174,7,0,0,0,0,0,5,98,237,254,252,252,206,38,0,0,0,0,0,0,0,1,71,153,162,103,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
